SeriesInstanceUID,completion_status
1.3.6.1.4.1.14519.5.2.1.6279.6001.336198008634390022174744544656,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.210744692899786048714244525186,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.948414623428298219623354433437,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.295298571102631191572192562523,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.211726530738854368916838461373,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.283569726884265181140892667131,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.208232614464329269402379517327,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.544645010875588840814748352505,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.279953669991076107785464313394,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.935683764293840351008008793409,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.198149078880745206369251646769,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.752756872840730509471096155114,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.359143350815328767049489480026,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.268838889380981659524993261082,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.276608396053469154601144314145,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.311466493695476565814719253413,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.339142594937666268384335506819,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.140527383975300992150799777603,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.253414946533085777828778973420,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.397202838387416555106806022938,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.246445082715406922548314595791,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.367204840301639918160517361062,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.214019625569855801882360612294,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.202283133206014258077705539227,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.650493030701702338780428147035,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.171354297808382414036496646219,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.470912100568074901744259213968,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.790013313334466425295235589574,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.243094273518213382155770295147,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.134431569579259979556425158178,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.100953483028192176989979435275,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.306545063519250076944974644547,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.106630482085576298661469304872,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.153732973534937692357111055819,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.441681523497855658141461160243,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.197063290812663596858124411210,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.657576366889817287631254521882,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.110865600371875561929545769809,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.102681962408431413578140925249,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.181853805506436271908882614825,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.204566802718283633558802774757,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.147362147874526540734083859066,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.616033753016904899083676284739,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.278660284797073139172446973682,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.163427332971478593213840739002,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.194766721609772924944646251928,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.219868234028570087207178877058,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.136797553187127958824073184000,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.287560874054243719452635194040,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.868211851413924881662621747734,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.172825520248158858306095280579,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.314622489630148068477223733595,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.306948744223170422945185006551,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.160855290323404581151359396193,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.198698492013538481395497694975,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.826829446346820089862659555750,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.211317669233467214881380477830,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.465032801496479029639448332481,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.241981176885873121060876030928,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.195913706607582347421429908613,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.150064723270402568379909455144,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.176362912420491262783064585333,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.283669633727910557834111970312,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.236698827306171960683086245994,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.205550812074465829503406596652,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.751575780761403927528673045356,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.160586340600816116143631200450,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.302557165094691896097534021075,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.741922214364594450039167164545,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.113697708991260454310623082679,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.339063854210318997673643535996,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.239451150743822952667769822351,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.329404588567903628160652715124,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.149041668385192796520281592139,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.309844049964231639433168700227,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.143369235214449752599496464205,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.472487466001405705666001578363,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.324567010179873305471925391582,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.139378031841982785812043919427,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.172685512107407315502302178525,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.122621219961396951727742490470,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.221793050351477226698403656547,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.193808128386712859512130599234,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.310395752124284049604069960014,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.382981348891573094702726085023,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.252673587357556716971184694630,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.805925269324902055566754756843,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.309688315297714049405581648903,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.173931884906244951746140865701,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.197354026599897236611380976729,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.200841000324240313648595016964,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.290389044112819325042112228399,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.261700367741314729940340271960,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.137608928063284971968621855419,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.311981398931043315779172047718,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.566816709786169715745131047975,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.134431713337414332708539217972,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.313283554967554803238484128406,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.176338567774624792192771594127,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.676620044795098555169898504281,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.312704771348460502013249647868,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.172845185165807139298420209778,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.150973567609484061404182550091,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.276739961603946441116057858952,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.208737629504245244513001631764,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.187709112896708878656939174714,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.309901913847714156367981722205,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.263795186040046940648210967511,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.272344603176687884771013620823,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.199916291608127150948127902598,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.233652865358649579816568545171,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.180670358170522899990057853746,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.249314567767437206995861966896,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.670007319415406991866816327183,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.124656777236468248920498636247,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.188484197846284733942365679565,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.336120393326492446884182831774,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.518487185634324801733841260431,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.336163423555823377991330718547,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.109033518984608282787487932849,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.161073793312426102774780216551,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.173106154739244262091404659845,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.122285196754238323810344887171,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.337845202462615014431060697507,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.323550906502966539088062396689,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.246589849815292078281051154201,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.210158546488731399296247515744,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.188209889686363159853715266493,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.267548381386991759527388880837,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.218358813528665770411419604383,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.328944769569002417592093467626,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.289673114728957557138191879489,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.162718361851587451505896742103,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.238987641228384263774231039058,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.178680586845223339579041794709,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.210618824080932755350370549788,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.177985905159808659201278495182,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.276462101160434440578779047738,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.106164978370116976238911317774,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.438308540025607517017949816111,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.286941372064072472857736534849,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.234596906942464365886790139804,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.307946352302138765071461362398,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.187451715205085403623595258748,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.183792477767310422201520794020,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.939216568327879462530496768794,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.308357812479652379702250054749,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.270390050141765094612147226290,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.728908883562598265509095692182,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.154703816225841204080664115280,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.504674791539860887163753998534,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.905371958588660410240398317235,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.130474485904575556140474094227,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.320111824803959660037459294083,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.102900524780876269300786279905,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.872298293574787924842447249863,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.944888107209008719031293531091,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.243485863133235775415355259899,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.292576688635952269497781991202,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.228943689401023098076976443097,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.174168737938619557573021395302,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.230491296081537726468075344411,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.299261157447612001901163107818,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.307835307280028057486413359377,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.710230379712156460199858995644,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.101619518506864197452353163175,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.321935195060268166151738328001,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.101504633665754372732167574218,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.330544495001617450666819906758,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.188810583335835232643319245598,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.143410010885830403003179808334,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.834524741180852916411312150212,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.866845763956586959109892274084,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.240969450540588211676803094518,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.314117425218552937497323639565,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.822128649427327893802314908658,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.232229956850151024631272429725,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.302946859870541121207409670214,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.614147706162329660656328811671,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.309483256945153562730089381779,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.121993590721161347818774929286,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.292858817456820442575368728516,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.221017801605543296514746423389,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.286769706315602904461487778787,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.242761658169703141430370511586,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.215359817240204199881139923285,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.280972147860943609388015648430,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.200513183558872708878454294671,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.183844250620142399426112799260,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.127965161564033605177803085629,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.277903334736533158779494855081,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.262873069163227096134627700599,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.729393032160994201323913769062,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.266388441216131548624286835700,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.245181799370098278918756923992,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.215871171950559139794948002203,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.217955041973656886482758642958,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.203425588524695836343069893813,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.300967045069639864835893744907,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.368537501176212924664995407115,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.341557859428950960906150406596,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.329316376883917723107946185098,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.249032660919473722154870746474,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.277452631455527999380186898011,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.410365840592575460083574159166,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.321592580403367978777549154870,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.248357157975955379661896491341,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.940378712984091490666801179631,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.176869045992276345870480098568,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.315918264676377418120578391325,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.177207860318316149928777631671,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.268992195564407418480563388746,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.404942010843748926074697579763,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.156190670724166928373489555815,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.621916089407825046337959219998,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.318165737094336595335967914048,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.141149610914910880857802344415,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.212346425055214308006918165305,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.249898650286269800406814965089,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.106379658920626694402549886949,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.201456106349537316145214209907,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.212163494187464282715232736988,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.248360766706804179966476685510,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.297807634790625642724184557301,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.861997885565255340442123234170,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.200837896655745926888305239398,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.136051101671715516914883139074,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.150097650621090951325113116280,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.313683718840700224414223339444,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.832260670372728970918746541371,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.321277722572948252262254762795,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.257840703452266097926250569223,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.465712338305822672735695513309,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.111288636468631776997138987173,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.486999111981013268988489262668,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.128059192202504367870633619224,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.112455586574320606087557135585,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.688308378110454070826773336973,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.395623571499047043765181005112,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.171667800241622018839592854574,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.803852637239868705784740814469,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.680646133733282426972238649816,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.340012777775661021262977442176,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.219618492426142913407827034169,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.281382817714201615159877953485,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.170825539570536865106681134236,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.232212629809419501635995259957,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.211051626197585058967163339846,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.171177995014336749670107905732,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.686193079844756926365065559979,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.166662353777397833477082464008,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.428038562098395445838061018440,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.300693623747082239407271583452,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.326057189095429101398977448288,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.238019241099704094018548301753,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.170921541362033046216100409521,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.324290109423920971676288828329,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.254929810944557499537650429296,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.269689294231892620436462818860,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.316911475886263032009840828684,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.270215889102603268207599305185,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.258063830035095530590787548770,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.111258527162678142285870245028,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.283878926524838648426928238498,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.199261544234308780356714831537,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.136756942516460150151065708673,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.177252583002664900748714851615,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.123697637451437522065941162930,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.322682676064999314374885526223,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.406508755509460310384282367044,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.154677396354641150280013275227,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.160216916075817913953530562493,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.122763913896761494371822656720,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.294188507421106424248264912111,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.439153572396640163898529626096,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.124154461048929153767743874565,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.957384617596077920906744920611,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.235381170872316280538332229850,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.334166493392278943610545989413,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.725023183844147505748475581290,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.191301539558980174217770205256,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.231002159523969307155990628066,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.302403227435841351528721627052,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.229664630348267553620068691756,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.156322145453198768801776721493,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.303865116731361029078599241306,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.191617711875409989053242965150,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.398955972049286139436103068984,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.104577655443617884345707415897,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.159996104466052855396410079250,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.316900421002460665752357657094,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.885292267869246639232975687131,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.315187221221054114974341475212,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.194465340552956447447896167830,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.266462563888243192390432002410,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.130438550890816550994739120843,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.323753921818102744511069914832,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.111496024928645603833332252962,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.199220738144407033276946096708,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.897161587681142256575045076919,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.160124400349792614505500125883,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.271220641987745483198036913951,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.387954549120924524005910602207,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.157537616155071783765339942952,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.296066944953051278419805374238,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.690929968028676628605553365896,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.272343160521796269119503632549,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.121108220866971173712229588402,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.236452051640243530449001532111,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.272042302501586336192628818865,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.112020141051733785092412736928,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.249450003033735700817635168066,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.170344311940983984999167745197,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.147979688121667984912633630926,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.908250781706513856628130123235,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.125067060506283419853742462394,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.179209990684978588019929720099,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.292868422368935585625620199750,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.449780571702869645673186059985,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.177888806135892723698313903329,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.306140003699110313373771452136,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.184412674007117333405073397832,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.207544473852086582434957174616,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.802846969823720586279982179144,incomplete
1.3.6.1.4.1.14519.5.2.1.6279.6001.205615524269596458818376243313,incomplete
